admin1Pcode,admin2Pcode,year,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
TH55,TH5501,2014,24002,24002,13801,575,575
TH55,TH5501,2015,22368,22318,12520,560,561
TH55,TH5501,2016,22899,22899,13167,575,575
TH55,TH5501,2017,26884,26807,15897,591,593
TH55,TH5501,2018,27844,27634,16774,602,607
TH55,TH5502,2012,8969,8834,3746,418,424
TH55,TH5502,2013,8775,8600,3664,418,426
TH55,TH5502,2014,6044,6044,2841,470,470
TH55,TH5502,2015,5846,5815,2698,462,464
TH55,TH5502,2016,6455,6455,2956,458,458
TH55,TH5502,2017,10129,9932,4787,473,482
TH55,TH5502,2018,10563,10539,5006,474,475
TH55,TH5502,2020,13177,13071,6000,455,459
TH55,TH5503,2012,7122,6980,3699,519,530
TH55,TH5503,2013,6628,6416,3445,520,537
TH55,TH5503,2014,6163,6163,3575,580,580
TH55,TH5503,2015,4643,4615,2631,567,570
TH55,TH5503,2016,6242,6242,3308,530,530
TH55,TH5503,2017,7430,7402,4123,555,557
TH55,TH5503,2018,7829,7814,4009,512,513
TH55,TH5503,2020,8347,8186,4265,511,521
TH55,TH5504,2012,12794,12587,7414,579,589
TH55,TH5504,2013,12494,12192,7157,573,587
TH55,TH5504,2014,10143,10143,5903,582,582
TH55,TH5504,2015,10376,10327,5907,569,572
TH55,TH5504,2016,10088,10088,5871,582,582
TH55,TH5504,2017,11914,11791,6756,567,573
TH55,TH5504,2018,11905,11793,6663,560,565
TH55,TH5505,2012,29088,28854,16591,570,575
TH55,TH5505,2013,28549,27933,16201,567,580
TH55,TH5505,2014,26947,26892,14791,549,550
TH55,TH5505,2015,21760,21641,11794,542,545
TH55,TH5505,2016,30840,30770,17200,558,559
TH55,TH5505,2017,32160,31993,17948,558,561
TH55,TH5505,2018,32543,32032,18162,558,567
TH55,TH5506,2012,29406,28524,16829,572,590
TH55,TH5506,2013,28897,28194,16550,573,587
TH55,TH5506,2014,26429,26302,15176,574,577
TH55,TH5506,2015,25521,25495,14481,567,568
TH55,TH5506,2016,25993,25993,14738,567,567
TH55,TH5506,2017,30948,30851,18079,584,586
TH55,TH5506,2018,30795,30568,18280,594,598
TH55,TH5507,2012,35216,34785,20245,575,582
TH55,TH5507,2013,34577,34254,20039,580,585
TH55,TH5507,2014,32786,32691,18470,563,565
TH55,TH5507,2015,30029,29677,16471,549,555
TH55,TH5507,2016,30163,30163,17133,568,568
TH55,TH5507,2017,36380,35482,20438,562,576
TH55,TH5507,2018,35543,34293,20747,584,605
TH55,TH5507,2020,47982,46705,27649,576,592
TH55,TH5508,2012,9053,8741,3400,376,389
TH55,TH5508,2013,8119,7921,3089,380,390
TH55,TH5508,2014,8764,8764,3611,412,412
TH55,TH5508,2015,8747,8585,3589,410,418
TH55,TH5508,2016,8593,8593,3643,424,424
TH55,TH5508,2017,11677,11645,5659,485,486
TH55,TH5508,2018,15022,14808,6649,443,449
TH55,TH5508,2020,23386,23315,10305,441,442
TH55,TH5509,2012,15132,14537,9216,609,634
TH55,TH5509,2013,14103,13648,8666,614,635
TH55,TH5509,2014,14485,14485,8836,610,610
TH55,TH5509,2015,12676,12635,7669,605,607
TH55,TH5509,2016,13111,13111,7971,608,608
TH55,TH5509,2017,15221,15149,8968,589,592
TH55,TH5509,2018,14865,14818,8935,601,603
TH55,TH5509,2020,17076,16758,10189,597,608
TH55,TH5510,2012,5713,5663,2882,504,509
TH55,TH5510,2013,5864,5803,2971,507,512
TH55,TH5510,2014,4779,4763,2401,502,504
TH55,TH5510,2015,4882,4876,2443,500,501
TH55,TH5510,2016,4924,4924,2511,510,510
TH55,TH5510,2017,5752,5734,2901,504,506
TH55,TH5510,2018,5774,5761,2961,513,514
TH55,TH5510,2020,5735,5520,2854,498,517
TH55,TH5511,2012,9765,9587,5647,578,589
TH55,TH5511,2013,8410,8217,4766,567,580
TH55,TH5511,2014,8096,8096,4566,564,564
TH55,TH5511,2015,8218,8167,4516,550,553
TH55,TH5511,2016,7823,7823,4240,542,542
TH55,TH5511,2017,9268,9242,5148,555,557
TH55,TH5511,2018,11645,11620,5752,494,495
TH55,TH5511,2020,14966,14924,7119,476,477
TH55,TH5512,2012,15595,15423,5537,355,359
TH55,TH5512,2013,16096,15112,4836,300,320
TH55,TH5512,2014,17352,17132,6305,363,368
TH55,TH5512,2015,17474,17054,5952,341,349
TH55,TH5512,2016,19328,19281,7038,364,365
TH55,TH5512,2017,23387,23217,8706,372,375
TH55,TH5512,2018,24033,23818,8503,354,357
TH55,TH5513,2012,9056,8935,3136,346,351
TH55,TH5513,2013,7076,6908,2487,351,360
TH55,TH5513,2014,6074,6074,2126,350,350
TH55,TH5513,2015,8173,8140,2825,346,347
TH55,TH5513,2016,8619,8619,3060,355,355
TH55,TH5513,2017,12689,12666,4370,344,345
TH55,TH5513,2018,14006,13656,4766,340,349
TH55,TH5513,2020,18127,17977,6202,342,345
TH55,TH5514,2012,13205,12995,7888,597,607
TH55,TH5514,2013,12642,12342,7516,595,609
TH55,TH5514,2014,11491,11491,6734,586,586
TH55,TH5514,2015,11286,11195,6605,585,590
TH55,TH5514,2016,11389,11389,6754,593,593
TH55,TH5514,2017,11672,11666,6895,591,591
TH55,TH5514,2018,11863,11723,7327,618,625
TH55,TH5514,2020,12177,12029,7494,615,623
TH55,TH5515,2012,22160,21717,7036,318,324
TH55,TH5515,2013,17070,16758,5446,319,325
TH55,TH5515,2014,18368,18368,5951,324,324
TH55,TH5515,2015,15821,15782,4814,304,305
TH55,TH5515,2016,15134,15134,4782,316,316
TH55,TH5515,2017,22688,22584,6843,302,303
TH55,TH5515,2018,22071,21646,6515,295,301
TH55,TH5515,2020,27891,27763,8384,301,302
TH56,TH5601,2012,95951,94724,59676,622,630
TH56,TH5601,2013,94315,93190,58803,623,631
TH56,TH5601,2014,94303,93753,54002,573,576
TH56,TH5601,2015,92376,84257,35809,388,425
TH56,TH5601,2016,94075,83733,27632,294,330
TH56,TH5601,2017,94928,91424,42238,445,462
TH56,TH5601,2018,94630,94188,48695,515,517
TH56,TH5601,2020,100638,100420,48804,485,486
TH56,TH5602,2012,123518,121610,68710,556,565
TH56,TH5602,2013,125033,123279,69283,554,562
TH56,TH5602,2014,120944,120944,64705,535,535
TH56,TH5602,2015,117232,117043,60277,514,515
TH56,TH5602,2016,120635,120136,62230,516,518
TH56,TH5602,2017,122694,120941,64824,528,536
TH56,TH5602,2018,114797,114244,61920,539,542
TH56,TH5602,2020,119707,119553,53918,450,451
TH56,TH5603,2012,85331,82971,45800,537,552
TH56,TH5603,2013,83625,79705,43678,522,548
TH56,TH5603,2014,78937,76861,40736,516,530
TH56,TH5603,2015,78363,77056,38682,494,502
TH56,TH5603,2016,78703,76315,37852,481,496
TH56,TH5603,2017,77297,69698,36661,474,526
TH56,TH5603,2018,78376,76741,39905,509,520
TH56,TH5603,2020,83340,83273,43552,523,523
TH56,TH5604,2012,15527,15266,8824,568,578
TH56,TH5604,2013,14830,14450,8352,563,578
TH56,TH5604,2014,14656,14656,8061,550,550
TH56,TH5604,2015,14655,14615,7921,540,542
TH56,TH5604,2016,15629,15585,8759,560,562
TH56,TH5604,2017,16121,16040,9287,576,579
TH56,TH5604,2018,18269,18222,10605,580,582
TH56,TH5605,2012,176343,160474,90989,516,567
TH56,TH5605,2013,179251,172726,97590,544,565
TH56,TH5605,2014,153636,153636,81734,532,532
TH56,TH5605,2015,151258,141053,62063,410,440
TH56,TH5605,2016,153151,138783,60648,396,437
TH56,TH5605,2017,152112,145629,69174,455,475
TH56,TH5605,2018,148939,147326,74400,500,505
TH56,TH5605,2020,151808,150466,69666,459,463
TH56,TH5606,2012,35729,33547,19491,546,581
TH56,TH5606,2013,36237,34199,20006,552,585
TH56,TH5606,2014,35603,34045,18214,512,535
TH56,TH5606,2015,35216,35014,17962,510,513
TH56,TH5606,2016,38905,38305,20378,524,532
TH56,TH5606,2017,38609,38115,21497,557,564
TH56,TH5606,2018,39495,38708,20786,526,537
TH56,TH5606,2020,49344,49231,23139,469,470
TH56,TH5607,2012,62026,60497,37992,613,628
TH56,TH5607,2013,61924,60288,37620,608,624
TH56,TH5607,2014,52508,52445,31152,593,594
TH56,TH5607,2015,52679,47679,23220,441,487
TH56,TH5607,2016,52686,51936,26955,512,519
TH56,TH5607,2017,53044,51758,28312,534,547
TH56,TH5607,2018,54208,54031,29015,535,537
TH56,TH5608,2012,32400,30831,17913,553,581
TH56,TH5608,2013,31491,29124,17125,544,588
TH56,TH5608,2014,29501,29501,16344,554,554
TH56,TH5608,2015,29176,29004,15575,534,537
TH56,TH5608,2016,28097,27767,14328,510,516
TH56,TH5608,2017,28038,27631,14783,527,535
TH56,TH5608,2018,28855,28276,14930,517,528
TH56,TH5608,2020,26498,26455,11720,442,443
TH56,TH5609,2012,43049,41231,23337,542,566
TH56,TH5609,2013,39293,35627,20094,511,564
TH56,TH5609,2014,40025,40025,22014,550,550
TH56,TH5609,2015,39773,36320,17325,436,477
TH56,TH5609,2016,40759,37504,17064,419,455
TH56,TH5609,2017,41337,38430,20368,493,530
TH56,TH5609,2018,42842,42577,22736,531,534
TH56,TH5609,2020,42454,42450,21310,502,502
TH57,TH5701,2012,160354,160039,102265,638,639
TH57,TH5701,2013,161102,158983,103021,639,648
TH57,TH5701,2014,132888,131822,79225,596,601
TH57,TH5701,2015,131527,130472,77109,586,591
TH57,TH5701,2016,129438,124338,72116,557,580
TH57,TH5701,2017,131390,120864,70705,538,585
TH57,TH5701,2018,127246,124621,71159,559,571
TH57,TH5701,2020,153656,150802,79171,515,525
TH57,TH5702,2012,74174,73088,49554,668,678
TH57,TH5702,2013,74293,73551,50309,677,684
TH57,TH5702,2014,74545,74476,49601,665,666
TH57,TH5702,2015,73501,71144,43042,586,605
TH57,TH5702,2016,75687,75193,47748,631,635
TH57,TH5702,2017,76444,72519,48225,631,665
TH57,TH5702,2018,79254,79010,53174,671,673
TH57,TH5702,2020,75747,75747,48933,646,646
TH57,TH5703,2012,134634,133827,78690,584,588
TH57,TH5703,2013,132262,130542,75192,569,576
TH57,TH5703,2014,113588,113397,61915,545,546
TH57,TH5703,2015,105674,101822,55188,522,542
TH57,TH5703,2016,107390,106689,58252,542,546
TH57,TH5703,2017,95182,93747,50905,535,543
TH57,TH5703,2018,108595,104795,57742,532,551
TH57,TH5703,2020,109456,105326,58983,539,560
TH57,TH5704,2012,149352,149009,91939,616,617
TH57,TH5704,2013,142046,141563,87769,618,620
TH57,TH5704,2014,128579,127853,78630,612,615
TH57,TH5704,2015,121981,119424,69146,567,579
TH57,TH5704,2016,122895,118735,68154,555,574
TH57,TH5704,2017,123297,109221,64113,520,587
TH57,TH5704,2018,132379,128633,75765,572,589
TH57,TH5704,2020,138635,138570,76214,550,550
TH57,TH5705,2012,181627,180428,119443,658,662
TH57,TH5705,2013,176526,175163,115082,652,657
TH57,TH5705,2014,172034,164733,100817,586,612
TH57,TH5705,2015,167586,161133,92974,555,577
TH57,TH5705,2016,167002,160982,92565,554,575
TH57,TH5705,2017,159234,147508,84227,529,571
TH57,TH5705,2018,164452,162725,94218,573,579
TH57,TH5705,2020,166149,165520,96829,583,585
TH57,TH5706,2012,59871,59496,33615,561,565
TH57,TH5706,2013,59581,58473,32979,554,564
TH57,TH5706,2014,52642,52585,29395,558,559
TH57,TH5706,2015,50220,50166,27641,550,551
TH57,TH5706,2016,52712,52414,29404,558,561
TH57,TH5706,2017,51821,50861,28787,556,566
TH57,TH5706,2018,52664,52539,30368,577,578
TH57,TH5707,2012,85768,85731,55725,650,650
TH57,TH5707,2013,84024,83869,54934,654,655
TH57,TH5707,2014,78842,78247,50861,645,650
TH57,TH5707,2015,76554,75966,44288,579,583
TH57,TH5707,2016,84209,83845,51984,617,620
TH57,TH5707,2017,85158,81497,51832,609,636
TH57,TH5707,2018,87270,86197,55597,637,645
TH57,TH5707,2020,95670,95670,59315,620,620
TH57,TH5708,2012,52016,51490,33005,635,641
TH57,TH5708,2013,50637,46741,29727,587,636
TH57,TH5708,2014,45162,43090,24044,532,558
