admin1Pcode,admin2Pcode,year,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
TH30,TH3010,2017,303705,289538,102496,337,354
TH30,TH3010,2018,291547,261405,87309,299,334
TH30,TH3010,2020,293985,279286,91606,312,328
TH30,TH3011,2012,122940,104645,36312,295,347
TH30,TH3011,2013,101682,86568,29173,287,337
TH30,TH3011,2014,100343,15930,4970,50,312
TH30,TH3011,2015,103433,32831,10178,98,310
TH30,TH3011,2016,101633,95881,30778,303,321
TH30,TH3011,2017,94722,93365,31184,329,334
TH30,TH3011,2018,82998,43519,13143,158,302
TH30,TH3011,2020,83150,82318,26918,324,327
TH30,TH3012,2012,193953,159256,57650,297,362
TH30,TH3012,2013,183358,161311,60814,332,377
TH30,TH3012,2014,181994,115773,39594,218,342
TH30,TH3012,2015,173288,171555,59015,341,344
TH30,TH3012,2016,172474,164622,55807,324,339
TH30,TH3012,2017,177306,170724,59071,333,346
TH30,TH3012,2018,187756,136907,44905,239,328
TH30,TH3013,2012,243674,153050,55710,229,364
TH30,TH3013,2013,241457,183455,68612,284,374
TH30,TH3013,2014,240421,225676,83726,348,371
TH30,TH3013,2015,237852,235473,89951,378,382
TH30,TH3013,2016,239353,227272,84545,353,372
TH30,TH3013,2017,238601,217969,83264,349,382
TH30,TH3013,2018,240331,117954,44115,184,374
TH30,TH3013,2020,245867,242693,95136,387,392
TH30,TH3014,2012,154530,115112,48462,314,421
TH30,TH3014,2013,137305,126875,66990,488,528
TH30,TH3014,2014,136421,132846,66157,485,498
TH30,TH3014,2015,134868,133519,66092,490,495
TH30,TH3014,2016,135902,130696,62473,460,478
TH30,TH3014,2017,136191,131432,63219,464,481
TH30,TH3014,2018,127802,126643,62055,486,490
TH30,TH3015,2012,296063,217015,72700,246,335
TH30,TH3015,2013,290812,222507,77432,266,348
TH30,TH3015,2014,286282,273266,92910,325,340
TH30,TH3015,2015,280748,277941,102282,364,368
TH30,TH3015,2016,285796,269112,96880,339,360
TH30,TH3015,2017,287283,273876,96952,337,354
TH30,TH3015,2018,290828,281218,103207,355,367
TH30,TH3015,2020,292964,273117,102146,349,374
TH30,TH3016,2012,194598,157305,53798,276,342
TH30,TH3016,2013,179423,164209,60100,335,366
TH30,TH3016,2014,174937,129663,46419,265,358
TH30,TH3016,2015,169582,167886,60943,359,363
TH30,TH3016,2016,171256,165710,57833,338,349
TH30,TH3016,2017,170016,164675,57966,341,352
TH30,TH3016,2018,159201,148158,50226,315,339
TH30,TH3017,2012,199075,164602,63043,317,383
TH30,TH3017,2013,168815,136821,53223,315,389
TH30,TH3017,2014,167296,160410,59031,353,368
TH30,TH3017,2015,180653,178991,69270,383,387
TH30,TH3017,2016,180340,172915,64151,356,371
TH30,TH3017,2017,182161,171495,65854,362,384
TH30,TH3017,2018,203825,147801,52765,259,357
TH30,TH3017,2020,200548,190521,70874,353,372
TH30,TH3018,2012,87446,73944,28764,329,389
TH30,TH3018,2013,85871,77003,28645,334,372
TH30,TH3018,2014,82866,80562,29405,355,365
TH30,TH3018,2015,80474,79669,28840,358,362
TH30,TH3018,2016,77009,73920,27720,360,375
TH30,TH3018,2017,77718,75713,27560,355,364
TH30,TH3018,2018,76246,71820,27148,356,378
TH30,TH3018,2020,77851,71633,27149,349,379
TH30,TH3019,2012,39419,36646,13999,355,382
TH30,TH3019,2013,38744,31912,11871,306,372
TH30,TH3019,2014,37529,35892,12921,344,360
TH30,TH3019,2015,36643,36277,12008,328,331
TH30,TH3019,2016,35459,34477,11550,326,335
TH30,TH3019,2017,35898,35486,11604,323,327
TH30,TH3019,2018,37874,35969,12769,337,355
TH30,TH3019,2020,38341,37959,13741,358,362
TH30,TH3020,2012,79599,65827,25804,324,392
TH30,TH3020,2013,77913,65342,26202,336,401
TH30,TH3020,2014,77128,74692,29279,380,392
TH30,TH3020,2015,74179,73437,27906,376,380
TH30,TH3020,2016,75258,71971,26269,349,365
TH30,TH3020,2017,76356,75236,28514,373,379
TH30,TH3020,2018,71314,68989,27803,390,403
TH30,TH3020,2020,68491,66788,26114,381,391
TH30,TH3021,2012,7132,6762,2272,319,336
TH30,TH3021,2013,5734,5182,1777,310,343
TH30,TH3021,2014,5419,5298,1690,312,319
TH30,TH3021,2015,5406,5352,1745,323,326
TH30,TH3021,2016,3495,3387,1064,304,314
TH30,TH3021,2017,3615,3574,1204,333,337
TH30,TH3021,2018,3268,3128,1170,358,374
TH30,TH3021,2020,3626,3572,1243,343,348
TH30,TH3022,2015,62926,62297,21368,340,343
TH30,TH3022,2017,63733,62868,22067,346,351
TH30,TH3022,2018,64349,51612,17445,271,338
TH30,TH3022,2020,66765,63551,20845,312,328
TH30,TH3023,2012,78420,66762,24635,314,369
TH30,TH3023,2013,71456,59335,21479,301,362
TH30,TH3023,2014,70384,65298,21418,304,328
TH30,TH3023,2015,68626,65996,21845,318,331
TH30,TH3023,2016,68868,65347,23982,348,367
TH30,TH3023,2017,61954,58630,21224,343,362
TH30,TH3023,2018,61098,40982,14631,239,357
TH30,TH3024,2012,69412,62941,21715,313,345
TH30,TH3024,2013,68750,58910,20854,303,354
TH30,TH3024,2014,68131,45078,14876,218,330
TH30,TH3024,2015,66662,65995,22900,344,347
TH30,TH3024,2016,67621,55240,18837,279,341
TH30,TH3024,2017,67113,48322,16043,239,332
TH30,TH3024,2018,66137,35843,11506,174,321
TH30,TH3024,2020,68803,61913,22041,320,356
TH30,TH3025,2020,13429,12999,4836,360,372
TH30,TH3026,2012,35057,23515,7689,219,327
TH30,TH3026,2013,27702,19655,6584,238,335
TH30,TH3026,2014,24793,22874,7114,287,311
TH30,TH3026,2015,24135,22520,6869,285,305
TH30,TH3026,2016,21403,19442,5969,279,307
TH30,TH3026,2017,20760,17673,5479,264,310
TH30,TH3026,2018,24981,19101,6074,243,318
TH30,TH3027,2012,121431,94903,31982,263,337
TH30,TH3027,2013,120795,93117,31846,264,342
TH30,TH3027,2014,119708,111480,37903,317,340
TH30,TH3027,2015,116919,115750,41439,354,358
TH30,TH3027,2016,117169,106940,39568,338,370
TH30,TH3027,2017,114478,99824,35438,310,355
TH30,TH3027,2018,116234,80930,26545,228,328
TH30,TH3027,2020,118291,112490,39484,334,351
TH30,TH3028,2012,88062,73416,25842,293,352
TH30,TH3028,2013,80176,64370,22465,280,349
TH30,TH3028,2014,79214,65108,22202,280,341
TH30,TH3028,2015,76972,24609,7481,97,304
TH30,TH3028,2016,76195,72378,22582,296,312
TH30,TH3028,2017,75212,69162,23100,307,334
TH30,TH3028,2018,75701,52991,16056,212,303
TH30,TH3028,2020,86380,84604,27412,317,324
TH30,TH3029,2012,86296,67110,24831,288,370
TH30,TH3029,2013,69949,56074,21084,301,376
TH30,TH3029,2014,66801,63485,22664,339,357
TH30,TH3029,2015,64475,63830,22979,356,360
TH30,TH3029,2016,66541,62551,22331,336,357
TH30,TH3029,2017,67191,63850,21901,326,343
TH30,TH3029,2018,66780,55614,18075,271,325
TH30,TH3029,2020,70704,63234,21120,299,334
TH30,TH3030,2012,57675,41207,13598,236,330
TH30,TH3030,2013,56784,49833,18189,320,365
TH30,TH3030,2014,56251,37162,12784,227,344
TH30,TH3030,2015,55931,55818,19313,345,346
TH30,TH3030,2016,56667,55154,18918,334,343
TH30,TH3030,2017,56543,55618,19633,347,353
TH30,TH3030,2018,58679,32985,10126,173,307
TH30,TH3030,2020,58294,58168,20242,347,348
TH30,TH3031,2012,78664,65909,21816,277,331
TH30,TH3031,2013,77969,70148,25253,324,360
TH30,TH3031,2014,77726,66007,22772,293,345
TH30,TH3031,2015,74247,73505,25433,343,346
TH30,TH3031,2016,75523,73025,25121,333,344
TH30,TH3031,2017,74582,69420,25061,336,361
TH30,TH3031,2018,75664,35047,11636,154,332
TH30,TH3031,2020,76958,73162,24582,319,336
TH30,TH3032,2012,37885,27063,10365,274,383
TH30,TH3032,2013,35923,28632,10193,284,356
TH30,TH3032,2014,35777,34085,11930,333,350
TH30,TH3032,2015,35446,35092,12212,345,348
TH30,TH3032,2016,35813,34135,12903,360,378
TH30,TH3032,2017,36045,34941,12998,361,372
TH30,TH3032,2018,35020,33535,13414,383,400
TH30,TH3032,2020,36582,35296,13483,369,382
TH31,TH3101,2012,296105,279243,112814,381,404
TH31,TH3101,2013,276705,276460,97590,353,353
TH31,TH3101,2014,276105,275376,104918,380,381
TH31,TH3101,2015,271158,269358,102356,377,380
TH31,TH3101,2016,272495,266926,102767,377,385
TH31,TH3101,2017,271596,265156,99964,368,377
TH31,TH3101,2018,282058,188016,59601,211,317
TH31,TH3102,2012,142723,135175,50556,354,374
TH31,TH3102,2013,120285,110621,41483,345,375
TH31,TH3102,2014,117278,107894,42834,365,397
TH31,TH3102,2015,114514,110466,44297,387,401
TH31,TH3102,2016,118558,112432,43736,369,389
TH31,TH3102,2017,116513,109467,42473,365,388
TH31,TH3102,2018,105169,72763,25685,244,353
TH31,TH3102,2020,115081,92065,33972,295,369
TH31,TH3103,2012,295893,278119,109857,371,395
TH31,TH3103,2013,243450,225480,74634,307,331
TH31,TH3103,2014,247589,240285,88905,359,370
TH31,TH3103,2015,246260,242006,91962,373,380
TH31,TH3103,2016,241613,235379,89915,372,382
TH31,TH3103,2017,246853,234791,86873,352,370
TH31,TH3103,2018,237796,175048,57766,243,330
TH31,TH3103,2020,243141,234470,75499,311,322
TH31,TH3104,2012,214607,188376,71206,332,378
TH31,TH3104,2013,206385,169404,62510,303,369
TH31,TH3104,2014,201638,176010,64068,318,364
TH31,TH3104,2015,208727,205864,79258,380,385
TH31,TH3104,2016,207202,205318,79253,382,386
TH31,TH3104,2017,209363,204919,76435,365,373
TH31,TH3104,2018,210896,138348,45101,214,326
TH31,TH3104,2020,227718,213578,74966,329,351
TH31,TH3105,2012,134764,61192,22763,169,372
TH31,TH3105,2013,128169,128110,51628,403,403
TH31,TH3105,2014,130764,130385,53719,411,412
TH31,TH3105,2015,125811,118726,47609,378,401
TH31,TH3105,2016,127102,125971,50766,399,403
TH31,TH3105,2017,120475,119996,47758,396,398
TH31,TH3105,2018,122345,73305,26316,215,359
TH31,TH3105,2020,136927,126021,44611,326,354
TH31,TH3106,2012,61235,61235,22534,368,368
TH31,TH3106,2013,49965,45310,18441,369,407
TH31,TH3106,2014,60914,59435,22704,373,382
TH31,TH3106,2015,59312,58741,22909,386,390
TH31,TH3106,2016,72055,71486,27236,378,381
TH31,TH3106,2017,71469,70113,26573,372,379
TH31,TH3106,2018,78911,75025,27834,353,371
TH31,TH3106,2020,94932,89637,32986,347,368
TH31,TH3107,2012,308992,252178,94567,306,375
TH31,TH3107,2013,267332,251381,95525,357,380
TH31,TH3107,2014,272332,260251,99416,365,382
TH31,TH3107,2015,269915,263285,96889,359,368
TH31,TH3107,2016,271080,265767,99397,367,374
TH31,TH3107,2017,285787,279096,102149,357,366
TH31,TH3107,2018,294163,255271,85771,292,336
TH31,TH3107,2020,327913,277353,91249,278,329
TH31,TH3108,2012,55056,55056,19930,362,362
TH31,TH3108,2013,43954,41798,18349,417,439
TH31,TH3108,2014,41954,35444,14567,347,411
TH31,TH3108,2015,40960,40299,16684,407,414
TH31,TH3108,2016,65840,64690,25488,387,394
TH31,TH3108,2017,59557,58603,22386,376,382
TH31,TH3108,2018,63339,52917,17092,270,323
TH31,TH3109,2012,134944,81913,29898,222,365
TH31,TH3109,2013,130927,119298,43782,334,367
TH31,TH3109,2014,132944,121552,45825,345,377
TH31,TH3109,2015,129502,129502,49858,385,385
TH31,TH3109,2016,131195,122138,46779,357,383
TH31,TH3109,2017,131118,101262,38277,292,378
TH31,TH3109,2018,133244,83725,27462,206,328
TH31,TH3109,2020,131045,128664,46705,356,363
TH31,TH3110,2012,348873,333270,121310,348,364
TH31,TH3110,2013,339146,319470,117884,348,369
TH31,TH3110,2014,325164,303414,116208,357,383
TH31,TH3110,2015,319746,313399,122226,382,390
TH31,TH3110,2016,284929,280484,110791,389,395
TH31,TH3110,2017,291608,284684,109319,375,384
TH31,TH3110,2018,307403,199919,70771,230,354
TH31,TH3110,2020,323308,297655,105965,328,356
TH31,TH3111,2012,254487,235525,89028,350,378
TH31,TH3111,2013,190275,165120,60434,318,366
TH31,TH3111,2014,189541,181585,69910,369,385
TH31,TH3111,2015,182316,173569,64915,356,374
TH31,TH3111,2016,177746,167406,64116,361,383
TH31,TH3111,2017,176251,133055,49896,283,375
TH31,TH3111,2018,167246,106953,38289,229,358
TH31,TH3111,2020,185189,172226,63896,345,371
TH31,TH3112,2012,47883,47883,19058,398,398
TH31,TH3112,2013,31592,21797,8806,279,404
TH31,TH3112,2014,47883,45626,18205,380,399
TH31,TH3112,2015,46369,46369,18501,399,399
TH31,TH3112,2016,46614,46032,17492,375,380
TH31,TH3112,2017,46121,45508,17521,380,385
TH31,TH3112,2018,48974,43809,15859,324,362
TH31,TH3112,2020,54323,54073,20764,382,384
TH31,TH3113,2020,96449,93736,32620,338,348
TH31,TH3114,2012,99697,86235,31735,318,368
TH31,TH3114,2013,91363,90505,30591,335,338
TH31,TH3114,2014,86149,75778,26068,303,344
TH31,TH3114,2015,81734,77305,26979,330,349
TH31,TH3114,2016,84274,81341,30096,357,370
TH31,TH3114,2017,83957,81385,30682,365,377
TH31,TH3114,2018,90472,70011,24434,270,349
TH31,TH3115,2012,110454,102736,37499,339,365
TH31,TH3115,2013,93644,83265,29559,316,355
TH31,TH3115,2014,91303,87737,33866,371,386
TH31,TH3115,2015,107947,102507,37928,351,370
TH31,TH3115,2016,107487,104688,39049,363,373
TH31,TH3115,2017,106602,102270,36919,346,361
TH31,TH3115,2018,109594,79955,24386,223,305
TH31,TH3115,2020,116099,104490,34273,295,328
TH31,TH3116,2012,80261,78187,28851,359,369
TH31,TH3116,2013,73134,71706,26675,365,372
TH31,TH3116,2014,80261,79278,31236,389,394
TH31,TH3116,2015,78246,76896,29913,382,389
TH31,TH3116,2016,78973,74365,28705,363,386
TH31,TH3116,2017,77624,70927,26952,347,380
TH31,TH3116,2018,73509,57983,19714,268,340
TH31,TH3117,2012,24090,11527,4530,188,393
TH31,TH3117,2013,23941,23868,7351,307,308
TH31,TH3117,2014,25346,24446,9656,381,395
TH31,TH3117,2015,24847,24847,10038,404,404
TH31,TH3117,2016,22351,22021,8941,400,406
TH31,TH3117,2017,22246,20847,8276,372,397
TH31,TH3117,2018,25512,23599,7906,310,335
TH31,TH3117,2020,23181,22981,8319,359,362
TH31,TH3118,2012,82546,65522,23915,290,365
TH31,TH3118,2013,80146,61673,23066,288,374
TH31,TH3118,2014,85719,79685,29404,343,369
TH31,TH3118,2015,83308,81608,29297,352,359
TH31,TH3118,2016,81511,80012,29524,362,369
TH31,TH3118,2017,85138,82739,29538,347,357
TH31,TH3118,2018,84966,49648,15987,188,322
TH31,TH3118,2020,89630,85915,29898,334,348
TH31,TH3119,2012,68786,27541,10025,146,364
TH31,TH3119,2013,66246,61931,22853,345,369
TH31,TH3119,2014,66334,56110,20087,303,358
TH31,TH3119,2015,64557,64034,23372,362,365
TH31,TH3119,2016,71824,66793,24246,338,363
TH31,TH3119,2017,71251,61010,22635,318,371
TH31,TH3119,2018,68476,58571,19328,282,330
TH31,TH3120,2012,16580,16143,6506,392,403
TH31,TH3120,2013,11479,9785,3699,322,378
TH31,TH3120,2014,16580,15912,6317,381,397
TH31,TH3120,2015,16580,16545,6949,419,420
TH31,TH3120,2016,16308,15880,6384,391,402
TH31,TH3120,2017,16513,16168,6306,382,390
TH31,TH3120,2018,14572,12590,4835,332,384
TH31,TH3120,2020,16995,16845,6401,377,380
TH31,TH3121,2012,56964,49691,18684,328,376
TH31,TH3121,2013,54163,53581,20575,380,384
TH31,TH3121,2014,51492,49151,19120,371,389
TH31,TH3121,2015,42366,42069,16365,386,389
TH31,TH3121,2016,38754,37704,14591,377,387
TH31,TH3121,2017,39764,32478,11984,301,369
TH31,TH3121,2018,35393,26470,10006,283,378
TH31,TH3122,2016,47603,42532,16375,344,385
TH31,TH3122,2017,46741,29880,11623,249,389
TH31,TH3122,2018,45308,33609,10889,240,324
TH31,TH3122,2020,48117,47155,16929,352,359
TH31,TH3123,2012,72852,72852,27247,374,374
TH31,TH3123,2013,70561,69871,26621,377,381
TH31,TH3123,2014,69979,69503,27315,390,393
TH31,TH3123,2015,69665,68515,25693,369,375
TH31,TH3123,2016,74282,74121,28462,383,384
TH31,TH3123,2017,72827,69295,25293,347,365
TH31,TH3123,2018,75039,68696,25830,344,376
TH31,TH3123,2020,81500,77425,27641,339,357
TH32,TH3201,2012,409551,362819,123721,302,341
TH32,TH3201,2013,403822,383147,135634,336,354
TH32,TH3201,2014,398976,388630,136798,343,352
TH32,TH3201,2015,393217,383938,136298,347,355
TH32,TH3201,2016,381297,371308,130700,343,352
TH32,TH3201,2017,377982,368329,128915,341,350
TH32,TH3201,2018,387590,317799,114090,294,359
TH32,TH3202,2012,301691,295265,118697,393,402
TH32,TH3202,2013,296536,268105,112336,379,419
TH32,TH3202,2014,296436,292582,123177,416,421
TH32,TH3202,2015,292230,289730,121687,416,420
TH32,TH3202,2016,289874,277182,111982,386,404
TH32,TH3202,2017,278741,254007,99571,357,392
TH32,TH3202,2018,295103,238082,91662,311,385
TH32,TH3202,2020,303163,277713,108586,358,391
TH32,TH3203,2012,279685,257714,107209,383,416
TH32,TH3203,2013,277735,236562,98883,356,418
TH32,TH3203,2014,277435,271921,112575,406,414
TH32,TH3203,2015,272517,247817,101605,373,410
TH32,TH3203,2016,274504,254683,105439,384,414
TH32,TH3203,2017,262200,252787,100356,383,397
TH32,TH3203,2018,258485,209115,82182,318,393
TH32,TH3204,2012,141186,122152,48128,341,394
TH32,TH3204,2013,140870,138175,54579,387,395
TH32,TH3204,2014,140846,139665,56145,399,402
TH32,TH3204,2015,135832,133049,52421,386,394
TH32,TH3204,2016,141533,128202,48204,341,376
TH32,TH3204,2017,139272,134797,50279,361,373
TH32,TH3204,2018,142258,118147,42533,299,360
TH32,TH3204,2020,135207,116707,42831,317,367
TH32,TH3205,2012,386044,292133,95235,247,326
TH32,TH3205,2013,371022,346783,110277,297,318
TH32,TH3205,2014,369999,367018,113409,307,309
TH32,TH3205,2015,367911,365344,135177,367,370
TH32,TH3205,2016,363124,357859,131692,363,368
TH32,TH3205,2017,354598,345367,126059,355,365
TH32,TH3205,2018,356768,295386,106930,300,362
TH32,TH3205,2020,373903,351473,130045,348,370
TH32,TH3206,2012,128827,72589,23882,185,329
TH32,TH3206,2013,123174,122741,40750,331,332
TH32,TH3206,2014,123286,122847,42751,347,348
TH32,TH3206,2015,113996,113239,38954,342,344
TH32,TH3206,2016,113392,111431,38109,336,342
TH32,TH3206,2017,108943,106186,36103,331,340
TH32,TH3206,2018,107517,106304,35931,334,338
TH32,TH3206,2020,115432,114278,39426,342,345
TH32,TH3207,2012,186774,180279,91942,492,510
TH32,TH3207,2013,190637,162125,83008,435,512
TH32,TH3207,2014,190901,186889,86156,451,461
TH32,TH3207,2015,185216,178178,81962,443,460
TH32,TH3207,2016,184547,180616,82361,446,456
TH32,TH3207,2017,182956,173941,75143,411,432
TH32,TH3207,2018,185233,176500,79778,431,452
TH32,TH3207,2020,185946,178509,74974,403,420
TH32,TH3208,2012,104744,94969,32859,314,346
TH32,TH3208,2013,108188,108106,43134,399,399
TH32,TH3208,2014,106998,104193,41886,391,402
TH32,TH3208,2015,101169,97969,38208,378,390
TH32,TH3208,2016,102807,101275,38282,372,378
TH32,TH3208,2017,101087,99752,37307,369,374
TH32,TH3208,2018,101498,92619,34269,338,370
TH32,TH3208,2020,100518,99514,37318,371,375
TH32,TH3209,2012,346686,340530,139617,403,410
TH32,TH3209,2013,349436,327317,128636,368,393
TH32,TH3209,2014,349000,343175,131779,378,384
TH32,TH3209,2015,342321,302941,115118,336,380
TH32,TH3209,2016,345079,333279,127646,370,383
TH32,TH3209,2017,342321,332046,129830,379,391
TH32,TH3209,2018,333882,305625,117054,351,383
TH32,TH3209,2020,338989,328622,126848,374,386
TH32,TH3210,2012,285604,280684,100766,353,359
TH32,TH3210,2013,283163,270051,102349,361,379
TH32,TH3210,2014,283063,275625,97847,346,355
TH32,TH3210,2015,275962,270329,101914,369,377
TH32,TH3210,2016,277612,274877,102529,369,373
TH32,TH3210,2017,275962,268976,99252,360,369
TH32,TH3210,2018,276917,212720,76579,277,360
TH32,TH3210,2020,282484,271185,100067,354,369
TH32,TH3211,2012,99550,92870,30368,305,327
TH32,TH3211,2013,97873,97255,31511,322,324
TH32,TH3211,2014,96796,94001,38070,393,405
TH32,TH3211,2015,95072,93694,38415,404,410
TH32,TH3211,2016,96023,94741,38086,397,402
TH32,TH3211,2017,95756,94014,38546,403,410
TH32,TH3211,2018,97340,96445,35588,366,369
TH32,TH3211,2020,95354,91104,33526,352,368
TH32,TH3212,2012,135186,127224,50253,372,395
TH32,TH3212,2013,132514,112896,45610,344,404
TH32,TH3212,2014,132364,130710,50977,385,390
TH32,TH3212,2015,123129,117153,45338,368,387
TH32,TH3212,2016,122602,119731,48132,393,402
TH32,TH3212,2017,122629,118731,47967,391,404
TH32,TH3212,2018,129636,113425,44236,341,390
TH32,TH3212,2020,124945,122447,44326,355,362
TH32,TH3213,2012,80200,65625,23231,290,354
TH32,TH3213,2013,79505,77709,32793,412,422
TH32,TH3213,2014,78874,77889,32090,407,412
TH32,TH3213,2015,71178,68227,27973,393,410
TH32,TH3213,2016,70057,67591,26090,372,386
TH32,TH3213,2017,68562,66141,25266,369,382
TH32,TH3213,2018,63843,55458,20908,327,377
TH32,TH3213,2020,58076,57536,21749,374,378
TH32,TH3214,2012,53422,52544,18128,339,345
TH32,TH3214,2013,52294,51942,18076,346,348
TH32,TH3214,2014,49195,49008,16369,333,334
TH32,TH3214,2015,48848,48515,15961,327,329
TH32,TH3214,2016,48185,48087,15869,329,330
TH32,TH3214,2017,44879,44295,14440,322,326
TH32,TH3214,2018,50345,49750,15920,316,320
TH32,TH3214,2020,57252,56348,18031,315,320
TH32,TH3215,2012,111204,94152,34365,309,365
TH32,TH3215,2013,102723,87616,32418,316,370
TH32,TH3215,2014,103179,100183,33661,326,336
TH32,TH3215,2015,101009,95930,31849,315,332
TH32,TH3215,2016,97982,95570,33354,340,349
TH32,TH3215,2017,95082,92444,31893,335,345
TH32,TH3215,2018,97903,82243,30101,307,366
TH32,TH3216,2012,92566,83100,28503,308,343
TH32,TH3216,2013,90874,90772,33495,369,369
TH32,TH3216,2014,93033,90755,35576,382,392
TH32,TH3216,2015,92833,91390,35825,386,392
TH32,TH3216,2016,91706,88559,33298,363,376
TH32,TH3216,2017,90247,87812,34159,379,389
TH32,TH3216,2018,89459,72816,26942,301,370
TH32,TH3217,2012,76156,70985,26761,351,377
TH32,TH3217,2013,73572,69974,26730,363,382
TH32,TH3217,2014,72468,71405,27134,374,380
TH32,TH3217,2015,70291,68880,27001,384,392
TH32,TH3217,2016,70530,68892,26179,371,380
TH32,TH3217,2017,68750,68156,25831,376,379
TH32,TH3217,2018,68467,64892,24983,365,385
TH33,TH3301,2012,206527,203341,74016,358,364
TH33,TH3301,2013,212800,165177,68053,320,412
TH33,TH3301,2014,211805,209623,80286,379,383
TH33,TH3301,2015,208628,205499,77062,369,375
TH33,TH3301,2016,210050,203031,76340,363,376
TH33,TH3301,2017,210707,201785,73450,349,364
TH33,TH3301,2018,208755,204067,74280,356,364
TH33,TH3301,2020,204733,203709,70280,343,345
TH33,TH3302,2012,101862,100229,38187,375,381
TH33,TH3302,2013,104451,69920,30905,296,442
TH33,TH3302,2014,103539,102658,42192,407,411
TH33,TH3302,2015,101986,100456,40986,402,408
TH33,TH3302,2016,103911,97077,37569,362,387
TH33,TH3302,2017,104058,91187,36566,351,401
TH33,TH3302,2018,102264,94040,36205,354,385
TH33,TH3303,2012,246417,242425,90909,369,375
TH33,TH3303,2013,239657,194448,82640,345,425
TH33,TH3303,2014,240222,239022,94414,393,395
TH33,TH3303,2015,236619,213079,82888,350,389
TH33,TH3303,2016,240108,232165,91241,380,393
TH33,TH3303,2017,241983,239878,91394,378,381
TH33,TH3303,2018,238763,231845,87869,368,379
TH33,TH3304,2012,305377,300796,106783,350,355
TH33,TH3304,2013,276466,266365,88930,322,334
TH33,TH3304,2014,274332,253032,78693,287,311
TH33,TH3304,2015,270217,266164,81446,301,306
TH33,TH3304,2016,273102,268635,86232,316,321
TH33,TH3304,2017,274964,248524,83256,303,335
TH33,TH3304,2018,280569,252475,82559,294,327
TH33,TH3305,2012,359769,355213,127877,355,360
TH33,TH3305,2013,345021,330785,133637,387,404
TH33,TH3305,2014,345095,342335,128718,373,376
TH33,TH3305,2015,339919,334820,124553,366,372
TH33,TH3305,2016,340425,335991,124989,367,372
TH33,TH3305,2017,341797,308362,112860,330,366
TH33,TH3305,2018,347704,308261,110049,317,357
TH33,TH3306,2012,116607,105353,40877,351,388
TH33,TH3306,2013,120461,109232,45606,379,418
TH33,TH3306,2014,118998,118018,41896,352,355
TH33,TH3306,2015,117213,115455,40640,347,352
TH33,TH3306,2016,116788,114104,40051,343,351
TH33,TH3306,2017,117362,82343,29479,251,358
TH33,TH3306,2018,120164,114408,40386,336,353
TH33,TH3306,2020,121350,119352,42609,351,357
TH33,TH3307,2012,170553,162310,59405,348,366
TH33,TH3307,2013,162541,148903,48840,300,328
TH33,TH3307,2014,165330,164001,50020,303,305
TH33,TH3307,2015,162850,160407,48924,300,305
TH33,TH3307,2016,164286,161181,50288,306,312
TH33,TH3307,2017,165635,144662,47594,287,329
TH33,TH3307,2018,161462,144416,45491,282,315
TH33,TH3308,2012,141341,131307,46483,329,354
TH33,TH3308,2013,148186,137660,54397,367,395
TH33,TH3308,2014,145134,144102,52885,364,367
TH33,TH3308,2015,142957,140813,50974,357,362
TH33,TH3308,2016,143752,141225,51547,359,365
TH33,TH3308,2017,146728,135817,47672,325,351
TH33,TH3308,2018,146669,124168,44452,303,358
TH33,TH3308,2020,147487,146750,52096,353,355
TH33,TH3309,2012,217803,213434,91777,421,430
TH33,TH3309,2013,215025,198832,78936,367,397
TH33,TH3309,2014,214025,208056,83222,389,400
TH33,TH3309,2015,210815,207653,85345,405,411
TH33,TH3309,2016,212132,206797,84787,400,410
TH33,TH3309,2017,212360,193447,80861,381,418
TH33,TH3309,2018,211006,207020,87362,414,422
TH33,TH3309,2020,214904,213829,86815,404,406
TH33,TH3310,2012,214676,206142,84106,392,408
TH33,TH3310,2013,212764,162686,54825,258,337
TH33,TH3310,2014,215405,213276,70381,327,330
TH33,TH3310,2015,212174,208991,68131,321,326
TH33,TH3310,2016,212523,208282,69150,325,332
TH33,TH3310,2017,212546,212421,73285,345,345
TH33,TH3310,2018,216754,213608,78821,364,369
TH33,TH3310,2020,212187,211126,72838,343,345
TH33,TH3311,2012,23365,21742,6784,290,312
TH33,TH3311,2013,22993,21281,9449,411,444
TH33,TH3311,2014,21975,21932,9058,412,413
TH33,TH3311,2015,21645,21320,8805,407,413
TH33,TH3311,2016,21862,21016,8427,385,401
TH33,TH3311,2017,22334,22161,8798,394,397
TH33,TH3311,2018,22737,22491,9109,401,405
TH33,TH3312,2012,93899,86462,24382,260,282
TH33,TH3312,2013,88477,53716,20520,232,382
TH33,TH3312,2014,87619,86942,30864,352,355
TH33,TH3312,2015,86305,85010,29668,344,349
TH33,TH3312,2016,87735,84533,30516,348,361
TH33,TH3312,2017,88759,83685,30461,343,364
TH33,TH3312,2018,88860,86490,30704,346,355
TH33,TH3313,2012,130712,128340,44021,337,343
TH33,TH3313,2013,126906,105524,37778,298,358
TH33,TH3313,2014,126404,120873,40251,318,333
TH33,TH3313,2015,124508,122640,39981,321,326
TH33,TH3313,2016,125088,122642,41330,330,337
TH33,TH3313,2017,128971,127985,44539,345,348
TH33,TH3313,2018,132311,131277,43847,331,334
